"학구ID",학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000103746,대관초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2017-12-08,532424,2021-03-25
Z000103857,상곡초통학구역,0,44,710,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2016-08-12,2016-08-12,532425,2021-03-25
Z000101486,대전대양초통학구역,0,30,230,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532285,2021-03-25
Z000101522,대전유평초통학구역,0,30,140,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532286,2021-03-25
Z000101526,대전중앙초통학구역,0,30,140,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532287,2021-03-25
Z000102425,수동초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532288,2021-03-25
Z000105184,풍기북부초통학구역,0,47,210,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2016-08-12,2016-08-12,532289,2021-03-25
Z000101154,인천부평서초통학구역,0,28,237,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2016-08-12,2016-08-12,532290,2021-03-25
Z000101535,동대전초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532291,2021-03-25
Z000103364,아야진초통학구역,0,42,820,7800000,강원도교육청,7971000,강원도고성교육지원청,2016-08-12,2016-08-12,532520,2021-03-25
Z000100231,서울매동초통학구역,0,11,110,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2016-08-12,2017-02-06,532521,2021-03-25
Z000150006,서울원묵초서울공릉초공동통학구역,1,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2016-08-12,532522,2021-03-25
Z000101943,과천초통학구역,0,41,290,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-18,532346,2021-03-25
Z000101956,벌말초통학구역,0,41,173,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2017-12-08,532347,2021-03-25
Z000102104,연곡초통학구역,0,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,532348,2021-03-25
Z000102571,한울초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,532349,2021-03-25
Z000101135,인천금마초통학구역,0,28,237,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2016-08-12,2018-11-11,532426,2021-03-25
Z000102407,답내초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532427,2021-03-25
Z000150170,덕이초한산초공동통학구역,1,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,532428,2021-03-25
Z000101568,대전대정초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,532292,2021-03-25
Z000103433,용담초현양원분교장통학구역,0,43,111,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2016-08-12,532293,2021-03-25
Z000103439,원봉초통학구역,0,43,111,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2016-08-12,532294,2021-03-25
Z000101146,인천부광초통학구역,0,28,237,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2016-08-12,2016-08-12,532295,2021-03-25
Z000101079,북포초통학구역,0,28,720,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2016-08-12,532296,2021-03-25
Z000150614,노형초한라초공동통학구역,1,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2016-08-12,532297,2021-03-25
Z000150615,동화초삼화초공동통학구역,1,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2016-08-12,532298,2021-03-25
Z000101137,인천동수초통학구역,0,28,237,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2016-08-12,2016-08-12,532299,2021-03-25
Z000103938,송석초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,532523,2021-03-25
Z000103723,반포초통학구역,0,44,150,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2016-08-12,2016-08-12,532524,2021-03-25
Z000101081,영흥초통학구역,0,28,720,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2016-08-12,532525,2021-03-25
Z000101077,덕적초통학구역,0,28,720,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2016-08-12,2016-08-12,532526,2021-03-25
Z000102707,내촌초통학구역,0,41,650,7530000,경기도교육청,7711000,경기도포천교육지원청,2016-08-12,2016-08-12,532527,2021-03-25
Z000102108,은현초통학구역,0,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,532528,2021-03-25
Z000105023,모량초통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,532529,2021-03-25
Z000100493,서울동명초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2016-08-12,532530,2021-03-25
Z000105760,장승포초통학구역,0,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2016-08-12,2018-05-03,532350,2021-03-25
Z000150459,김제초비룡초공동통학구역,1,45,210,8320000,전라북도교육청,8381000,전라북도김제교육지원청,2016-08-12,2016-08-12,532351,2021-03-25
Z000105759,장목초통학구역,0,48,310,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2016-08-12,2016-08-12,532352,2021-03-25
Z000105337,지품초통학구역,0,47,770,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2016-08-12,2016-08-12,532353,2021-03-25
Z000105331,강구초통학구역,0,47,770,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2016-08-12,2016-08-12,532354,2021-03-25
Z000102575,화산초통학구역,0,41,590,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,532355,2021-03-25
Z000150047,서울석계초서울석관초공동통학구역,1,11,290,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2016-08-12,2019-01-19,532429,2021-03-25
Z000150002,서울면남초서울면동초서울면중초공동통학구역,1,11,260,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2016-08-12,2016-08-12,532430,2021-03-25
Z000103418,서현초통학구역,0,43,113,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2018-03-26,532431,2021-03-25
Z000102022,부천중앙초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532432,2021-03-25
Z000100429,서울우암초통학구역,0,11,650,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2016-08-12,2016-08-12,532433,2021-03-25
Z000103621,원당초통학구역,0,43,770,8000000,충청북도교육청,8101000,충청북도음성교육지원청,2016-08-12,2016-08-12,532300,2021-03-25
Z000103477,세성초통학구역,0,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2016-08-12,532301,2021-03-25
Z000103470,대미초통학구역,0,43,130,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2016-08-12,2016-08-12,532302,2021-03-25
Z000101296,인천석남서초통학구역,0,28,260,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2016-08-12,2017-06-23,532303,2021-03-25
Z000101536,동명초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532304,2021-03-25
Z000106020,조천초교래분교장통학구역,0,50,110,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2016-08-12,2016-08-12,532305,2021-03-25
Z000101293,인천불로초통학구역,0,28,260,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2016-08-12,2016-08-12,532306,2021-03-25
Z000103642,도장초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2016-11-14,532531,2021-03-25
Z000103750,대천초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2017-12-08,532532,2021-03-25
Z000150378,강서초솔밭초공동통학구역,1,43,113,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2016-08-12,2018-01-29,532533,2021-03-25
Z000105193,영천동부초통학구역,0,47,230,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2016-08-12,2016-08-12,532356,2021-03-25
Z000102661,동부초통학구역,0,41,450,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2018-01-29,532357,2021-03-25
Z000101502,대전법동초통학구역,0,30,230,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532358,2021-03-25
Z000101558,대전갑천초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,532359,2021-03-25
Z000105293,부계초통학구역,0,47,720,8750000,경상북도교육청,8861000,경상북도군위교육지원청,2016-08-12,2016-08-12,532360,2021-03-25
Z000105295,우보초통학구역,0,47,720,8750000,경상북도교육청,8861000,경상북도군위교육지원청,2016-08-12,2016-08-12,532361,2021-03-25
Z000101811,입북초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,532793,2021-03-25
Z000150099,명인초송정초공동통학구역,1,41,111,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,532794,2021-03-25
Z000101928,의순초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2016-08-12,532795,2021-03-25
Z000150203,군포초군포양정초공동통학구역,1,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,532796,2021-03-25
Z000102291,내기초신영분교장통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,532797,2021-03-25
Z000102158,시랑초통학구역,0,41,271,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,532798,2021-03-25
Z000102287,가사초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,532884,2021-03-25
Z000102097,생연초통학구역,0,41,250,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2016-08-12,532885,2021-03-25
Z000101881,성남초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532886,2021-03-25
Z000103311,다목초통학구역,0,42,790,7800000,강원도교육청,7941000,강원도화천교육지원청,2016-08-12,2016-08-12,532626,2021-03-25
Z000103347,원통초통학구역,0,42,810,7800000,강원도교육청,7961000,강원도인제교육지원청,2016-08-12,2017-02-20,532627,2021-03-25
Z000103308,청양초통학구역,0,42,780,7800000,강원도교육청,7931000,강원도철원교육지원청,2016-08-12,2016-08-12,532628,2021-03-25
Z000150546,물야초봉화초공동통학구역,1,47,920,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2016-08-12,2016-08-12,532718,2021-03-25
Z000102431,와부초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532719,2021-03-25
Z000103179,임원초통학구역,0,42,230,7800000,강원도교육청,7871000,강원도삼척교육지원청,2016-08-12,2016-08-12,532720,2021-03-25
Z000103186,호산초통학구역,0,42,230,7800000,강원도교육청,7871000,강원도삼척교육지원청,2016-08-12,2016-08-12,532721,2021-03-25
Z000102635,통일초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2016-08-12,532722,2021-03-25
Z000101529,대전천동초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532723,2021-03-25
Z000102360,당정초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,532799,2021-03-25
Z000101829,화양초통학구역,0,41,115,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2018-03-20,532800,2021-03-25
Z000102409,도농초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532801,2021-03-25
Z000103227,서원초통학구역,0,42,730,7800000,강원도교육청,7891000,강원도횡성교육지원청,2016-08-12,2016-08-12,532802,2021-03-25
Z000101790,숙지초통학구역,0,41,115,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,532803,2021-03-25
Z000101890,오리초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532804,2021-03-25
Z000102759,세월초통학구역,0,41,830,7530000,경기도교육청,7731000,경기도양평교육지원청,2016-08-12,2016-08-12,532887,2021-03-25
Z000101749,구운초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-18,532888,2021-03-25
Z000103972,장곡초통학구역,0,44,800,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2016-08-12,2017-03-23,532889,2021-03-25
Z000102549,운산초통학구역,0,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,532890,2021-03-25
Z000101168,인천하정초통학구역,0,28,237,7310000,인천광역시교육청,7331000,인천광역시북부교육지원청,2016-08-12,2016-08-12,532629,2021-03-25
Z000102709,선단초통학구역,0,41,650,7530000,경기도교육청,7711000,경기도포천교육지원청,2016-08-12,2016-08-12,532630,2021-03-25
Z000102768,옥천초통학구역,0,41,830,7530000,경기도교육청,7731000,경기도양평교육지원청,2016-08-12,2016-08-12,532631,2021-03-25
Z000102044,오정초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532632,2021-03-25
Z000102763,양서초통학구역,0,41,830,7530000,경기도교육청,7731000,경기도양평교육지원청,2016-08-12,2016-08-12,532633,2021-03-25
Z000102034,성주초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532634,2021-03-25
Z000102950,김포대명초통학구역,0,41,570,7530000,경기도교육청,7771000,경기도김포교육지원청,2016-08-12,2016-08-12,532724,2021-03-25
Z000104974,오천초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,532725,2021-03-25
Z000103683,천안새샘초통학구역,0,44,131,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2018-03-27,532726,2021-03-25
Z000101795,연무초통학구역,0,41,115,7530000,경기도교육청,7541000,경기도수원교육지원청,2018-03-20,2018-04-23,532727,2021-03-25
Z000102032,석천초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532728,2021-03-25
Z000103353,한계초통학구역,0,42,810,7800000,강원도교육청,7961000,강원도인제교육지원청,2016-08-12,2016-08-12,532805,2021-03-25
Z000103033,금대초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,532806,2021-03-25
Z000102567,필봉초통학구역,0,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,532807,2021-03-25
Z000102414,동인초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532891,2021-03-25
Z000101869,성남서초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532892,2021-03-25
Z000102203,호동초통학구역,0,41,271,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,532893,2021-03-25
Z000101838,검단초통학구역,0,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532894,2021-03-25
Z000103769,청소초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2016-08-12,532635,2021-03-25
Z000100455,서울보라매초통학구역,0,11,590,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2016-08-12,2016-08-12,532636,2021-03-25
Z000101349,광주장원초통학구역,0,29,110,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2016-08-12,2016-08-12,532637,2021-03-25
Z000102484,가수초통학구역,0,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,532638,2021-03-25
Z000101947,나눔초통학구역,0,41,173,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-12,532729,2021-03-25
Z000101957,범계초통학구역,0,41,173,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-12,532730,2021-03-25
Z000102072,하안북초통학구역,0,41,210,7530000,경기도교육청,7591000,경기도광명교육지원청,2016-08-12,2016-08-12,532731,2021-03-25
Z000103039,둔둔초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,532732,2021-03-25
Z000102432,용신초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2018-03-19,532733,2021-03-25
Z000101951,만안초통학구역,0,41,171,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-12,532734,2021-03-25
Z000101530,대전태평초통학구역,0,30,140,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,532735,2021-03-25
Z000102001,부인초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532736,2021-03-25
Z000101863,서당초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532737,2021-03-25
Z000103333,한전초통학구역,0,42,800,7800000,강원도교육청,7951000,강원도양구교육지원청,2016-08-12,2016-08-12,532810,2021-03-25
Z000103117,묵호초통학구역,0,42,170,7800000,강원도교육청,7841000,강원도동해교육지원청,2016-08-12,2018-10-11,532808,2021-03-25
Z000103061,원주초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2016-08-12,532809,2021-03-25
Z000102422,사능초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532895,2021-03-25
Z000101898,중부초통학구역,0,41,133,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532896,2021-03-25
Z000102656,덕풍초통학구역,0,41,450,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2016-12-05,532897,2021-03-25
Z000101971,안양서초통학구역,0,41,171,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2017-12-08,532898,2021-03-25
Z000101990,고리울초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532899,2021-03-25
Z000103814,충무초통학구역,0,44,200,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2016-08-12,2018-10-10,532639,2021-03-25
Z000150521,나산초양남초공동통학구역,1,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,532640,2021-03-25
Z000103728,신풍초통학구역,0,44,150,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2016-08-12,2016-08-12,532641,2021-03-25
Z000103747,대남초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2016-08-12,532642,2021-03-25
Z000150129,부원초소사초공동통학구역,1,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532643,2021-03-25
Z000150132,부천동초부천부안초공동통학구역,1,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532644,2021-03-25
Z000150135,상미초상동초공동통학구역,1,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532645,2021-03-25
Z000103865,감곡초통학구역,0,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2016-08-12,2016-08-12,532646,2021-03-25
Z000102887,좌항초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2016-08-12,532740,2021-03-25
Z000102441,진접초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532741,2021-03-25
Z000102131,대동초통학구역,0,41,273,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,532742,2021-03-25
Z000101882,성남화랑초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532738,2021-03-25
Z000101853,백현초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532739,2021-03-25
Z000102424,수동초송천분교장통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532811,2021-03-25
Z000102326,팽성초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,532812,2021-03-25
Z000102010,부천부흥초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532813,2021-03-25
Z000102040,신도초통학구역,0,41,190,7530000,경기도교육청,7581000,경기도부천교육지원청,2016-08-12,2017-03-09,532814,2021-03-25
Z000102351,군포옥천초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,532815,2021-03-25
Z000103029,교동초통학구역,0,42,130,7800000,강원도교육청,7821000,강원도원주교육지원청,2016-08-12,2018-11-07,532816,2021-03-25
Z000103221,후평초통학구역,0,42,110,7800000,강원도교육청,7811000,강원도춘천교육지원청,2016-08-12,2018-01-09,532817,2021-03-25
Z000105348,유천초통학구역,0,47,820,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2016-08-12,2016-08-12,532907,2021-03-25
Z000105345,남성현초통학구역,0,47,820,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2016-08-12,2016-08-12,532908,2021-03-25
Z000103225,공근초통학구역,0,42,730,7800000,강원도교육청,7891000,강원도횡성교육지원청,2016-08-12,2016-08-12,532909,2021-03-25
Z000103929,마산초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,532910,2021-03-25
Z000102358,능내초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2016-08-12,532911,2021-03-25
Z000103850,금산초통학구역,0,44,710,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2016-08-12,2018-05-04,532647,2021-03-25
Z000103745,남포초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2017-12-08,532648,2021-03-25
Z000103933,서남초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,532649,2021-03-25
Z000103872,노성초통학구역,0,44,230,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2016-08-12,2016-08-12,532650,2021-03-25
Z000104013,송암초통학구역,0,44,825,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2016-08-12,2016-12-05,532651,2021-03-25
Z000102387,구룡초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532743,2021-03-25
Z000101935,의정부중앙초통학구역,0,41,150,7530000,경기도교육청,7561000,경기도의정부교육지원청,2016-08-12,2018-03-05,532744,2021-03-25
Z000101763,매탄초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2018-03-20,532745,2021-03-25
Z000150181,상탄초현산초공동통학구역,1,41,287,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,532746,2021-03-25
Z000102060,광일초통학구역,0,41,210,7530000,경기도교육청,7591000,경기도광명교육지원청,2016-08-12,2016-08-12,532747,2021-03-25
Z000102299,삼덕초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,532748,2021-03-25
Z000103269,속사초통학구역,0,42,760,7800000,강원도교육청,7911000,강원도평창교육지원청,2016-08-12,2016-08-12,532818,2021-03-25
Z000102154,송호초통학구역,0,41,273,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,532819,2021-03-25
Z000102142,본원초통학구역,0,41,271,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,532820,2021-03-25
Z000103235,정금초통학구역,0,42,730,7800000,강원도교육청,7891000,강원도횡성교육지원청,2016-08-12,2016-08-12,532821,2021-03-25
Z000102507,문시초통학구역,0,41,370,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2016-08-12,2016-08-12,532822,2021-03-25
Z000102366,부곡중앙초통학구역,0,41,410,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2016-08-12,2017-02-16,532823,2021-03-25
Z000101901,청솔초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2018-08-11,532912,2021-03-25
Z000101908,한솔초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532913,2021-03-25
Z000102175,안산중앙초통학구역,0,41,273,7530000,경기도교육청,7611000,경기도안산교육지원청,2016-08-12,2016-08-12,532914,2021-03-25
Z000103233,우천초통학구역,0,42,730,7800000,강원도교육청,7891000,강원도횡성교육지원청,2016-08-12,2016-08-12,532915,2021-03-25
Z000103250,신천초통학구역,0,42,750,7800000,강원도교육청,7901000,강원도영월교육지원청,2016-08-12,2016-08-12,532916,2021-03-25
Z000103253,연당초통학구역,0,42,750,7800000,강원도교육청,7901000,강원도영월교육지원청,2016-08-12,2016-08-12,532917,2021-03-25
Z000103257,옥동초통학구역,0,42,750,7800000,강원도교육청,7901000,강원도영월교육지원청,2016-08-12,2016-08-12,532918,2021-03-25
Z000103224,강림초통학구역,0,42,730,7800000,강원도교육청,7891000,강원도횡성교육지원청,2016-08-12,2016-08-12,532919,2021-03-25
Z000103295,함백초통학구역,0,42,770,7800000,강원도교육청,7921000,강원도정선교육지원청,2016-08-12,2016-08-12,532920,2021-03-25
Z000150358,명덕초협신초매산초공동통학구역,1,42,720,7800000,강원도교육청,7881000,강원도홍천교육지원청,2016-08-12,2016-08-12,532921,2021-03-25
Z000100497,서울마장초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2016-08-12,532652,2021-03-25
Z000100509,서울옥정초통학구역,0,11,200,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2016-08-12,2016-08-12,532653,2021-03-25
Z000103964,대정초통학구역,0,44,800,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2016-08-12,2016-08-12,532654,2021-03-25
Z000105046,의곡초일부분교장통학구역,0,47,130,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2016-08-12,2016-08-12,532655,2021-03-25
Z000102324,청북초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,532749,2021-03-25
Z000102437,장현초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,532750,2021-03-25
Z000101889,양영초통학구역,0,41,135,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2016-08-12,532751,2021-03-25
Z000101904,태평초통학구역,0,41,131,7530000,경기도교육청,7551000,경기도성남교육지원청,2016-08-12,2018-02-22,532752,2021-03-25
